2019-10-23T00:32:40.259392+00:00,app[web.1]:,AB_TESTING:,B,1571790760254,0,0,tfmtkinkwm
2019-10-23T00:33:22.851299+00:00,app[web.1]:,AB_TESTING:,B,1571790802842,0,0,oexl
2019-10-23T00:33:24.291225+00:00,app[web.1]:,AB_TESTING:,B,1571790802842,1571790804144,mp1,oexl
2019-10-23T00:33:31.601969+00:00,app[web.1]:,AB_TESTING:,B,1571790732155,0,0,ygdbqaqe
2019-10-23T00:33:32.638798+00:00,app[web.1]:,AB_TESTING:,B,1571790732155,1571790733260,mp1,ygdbqaqe
2019-10-23T00:33:37.487498+00:00,app[web.1]:,AB_TESTING:,B,1571790738028,0,0,ygdbqaqe
2019-10-23T00:34:35.817009+00:00,app[web.1]:,AB_TESTING:,B,1571790875751,0,0,urkvrnj
2019-10-23T00:34:39.083037+00:00,app[web.1]:,AB_TESTING:,B,1571790875751,1571790879035,mp4,urkvrnj
2019-10-23T00:34:57.089992+00:00,app[web.1]:,AB_TESTING:,B,1571790895842,0,0,vtlkrtq
2019-10-23T00:34:58.555395+00:00,app[web.1]:,AB_TESTING:,B,1571790895842,1571790897315,mp1,vtlkrtq
2019-10-23T00:35:04.433187+00:00,app[web.1]:,AB_TESTING:,B,1571790903191,0,0,vtlkrtq
2019-10-23T00:35:05.898702+00:00,app[web.1]:,AB_TESTING:,B,1571790903191,1571790904660,mp2,vtlkrtq
2019-10-23T00:35:09.259006+00:00,app[web.1]:,AB_TESTING:,B,1571790907982,0,0,vtlkrtq
2019-10-23T00:35:22.768093+00:00,app[web.1]:,AB_TESTING:,B,1571790922251,0,0,omgsazdwhjn
2019-10-23T00:35:29.717765+00:00,app[web.1]:,AB_TESTING:,B,1571790922251,1571790929204,mp1,omgsazdwhjn
2019-10-23T00:35:41.937011+00:00,app[web.1]:,AB_TESTING:,B,1571790943938,0,0,gqscuutrotr
2019-10-23T00:35:52.214302+00:00,app[web.1]:,AB_TESTING:,B,1571790943938,1571790954195,mp1,gqscuutrotr
2019-10-23T00:35:56.083524+00:00,app[web.1]:,AB_TESTING:,B,1571790958079,0,0,gqscuutrotr
2019-10-23T00:35:58.02814+00:00,app[web.1]:,AB_TESTING:,B,1571790958079,1571790960024,mp4,gqscuutrotr
2019-10-23T00:36:02.465006+00:00,app[web.1]:,AB_TESTING:,B,1571790964461,0,0,gqscuutrotr
2019-10-23T00:36:04.19252+00:00,app[web.1]:,AB_TESTING:,B,1571790964461,1571790965791,mp2,gqscuutrotr
2019-10-23T00:36:12.683601+00:00,app[web.1]:,AB_TESTING:,B,1571790974672,0,0,gqscuutrotr
2019-10-23T00:38:02.449074+00:00,app[web.1]:,AB_TESTING:,B,1571791082441,0,0,cjdlsjzyg
2019-10-23T00:38:06.179654+00:00,app[web.1]:,AB_TESTING:,B,1571801887462,0,0,fvmeyus
2019-10-23T00:38:08.93232+00:00,app[web.1]:,AB_TESTING:,B,1571801887462,1571801890212,mp3,fvmeyus
2019-10-23T00:38:51.022346+00:00,app[web.1]:,AB_TESTING:,B,1571791131004,0,0,hnfcayc
2019-10-23T00:38:52.586674+00:00,app[web.1]:,AB_TESTING:,B,1571791082441,1571791132570,mp4,cjdlsjzyg
2019-10-23T00:38:59.091331+00:00,app[web.1]:,AB_TESTING:,B,1571791131004,1571791139071,mp4,hnfcayc
2019-10-23T00:39:35.612673+00:00,app[web.1]:,AB_TESTING:,B,1571791175588,0,0,hnfcayc
2019-10-23T00:40:03.51197+00:00,app[web.1]:,AB_TESTING:,B,1571791175588,1571791203479,mp4,hnfcayc
2019-10-23T00:40:07.363178+00:00,app[web.1]:,AB_TESTING:,B,1571791208081,0,0,vgsrmxrv
2019-10-23T00:40:15.200282+00:00,app[web.1]:,AB_TESTING:,B,1571791208081,1571791215932,mp1,vgsrmxrv
2019-10-23T00:40:24.166327+00:00,app[web.1]:,AB_TESTING:,B,1571791224903,0,0,vgsrmxrv
2019-10-23T00:40:30.57388+00:00,app[web.1]:,AB_TESTING:,B,1571791231290,0,0,vgsrmxrv
2019-10-23T00:40:32.252437+00:00,app[web.1]:,AB_TESTING:,B,1571791232978,0,0,vgsrmxrv
2019-10-23T00:42:52.687591+00:00,app[web.1]:,AB_TESTING:,B,1571791330437,0,0,xhobedl
2019-10-23T00:42:54.006829+00:00,app[web.1]:,AB_TESTING:,B,1571791330437,1571791331753,mp1,xhobedl
2019-10-23T00:43:47.862828+00:00,app[web.1]:,AB_TESTING:,B,1571791427767,0,0,ymzdmjjdhk
2019-10-23T00:43:51.483107+00:00,app[web.1]:,AB_TESTING:,B,1571791427767,1571791431462,mp2,ymzdmjjdhk
2019-10-23T00:45:31.867089+00:00,app[web.1]:,AB_TESTING:,B,1571791489612,0,0,xhobedl
2019-10-23T00:45:33.236591+00:00,app[web.1]:,AB_TESTING:,B,1571791489612,1571791490987,mp1,xhobedl